shot_id,shot_made_flag
1,0.6441012886600607
8,0.6813972695172984
17,0.3139371925120109
20,0.25488069707463634
33,0.6556050309344319
34,0.6210805649672297
35,0.5574524004213396
36,0.5556395516899317
37,0.3186016335812507
38,0.6611443811216366
45,0.5805063085977251
50,0.6976723636204276
55,0.6986106228631207
60,0.6927081115934617
66,0.69272490885669
67,0.715067215229838
71,0.6363454861881702
80,0.7373231478529709
85,0.7073825687993848
86,0.446504994484764
95,0.42878072002085216
104,0.6433502369495175
113,0.6445697512650691
123,0.6883807800916435
126,0.17789836144683202
133,0.3171906641563295
141,0.7531909303210677
144,0.6274048036952536
150,0.28329292806164347
152,0.6213389645688583
153,0.28329292806164347
156,0.5987320671469544
159,0.12410812177535781
165,0.25732739198103766
172,0.6210805649672297
182,0.11301904300903137
192,0.6374420806463686
193,0.2893692369158169
196,0.6534069794503904
202,0.6683413977434854
210,0.6845445494621857
211,0.6283018801922705
228,0.10654135836768759
257,0.6082100381418658
260,0.6082100381418658
264,0.6283606630554802
267,0.3929836391502008
279,0.11017391374982005
282,0.6287449313257056
293,0.688646888518072
299,0.22177321975521302
300,0.3913366656704715
301,0.25579215752785406
317,0.6810974842618411
327,0.6520233185890764
328,0.6919370297051464
335,0.6152501965987158
346,0.2735135269391971
348,0.7215673793024941
365,0.6372199181153353
390,0.2796795864212372
391,0.2796795864212372
392,0.27418693059229937
397,0.6573877772806502
418,0.6423484428933429
428,0.8100085591610419
434,0.42156430875086215
439,0.5703121016424652
440,0.651945720863575
456,0.6380896413508996
459,0.7354215653935543
472,0.6270142638762132
480,0.7310485306420027
491,0.6631633375628208
497,0.647009481126469
509,0.6466151700001954
511,0.6532759326069582
523,0.7756976192166571
533,0.6375333722167724
544,0.572095864031216
546,0.6495689028135249
555,0.2853854471255027
558,0.6466151700001954
560,0.6692075738175316
573,0.7029442499629504
591,0.6232738248765874
596,0.6852057768837866
597,0.6614650446549812
601,0.438783823322219
605,0.6238498357521254
617,0.6909388895853174
628,0.6980873868360482
634,0.656596991911916
646,0.7256202510939299
649,0.6561238226748832
651,0.2853854471255027
654,0.1899392495332795
656,0.5702024341040502
657,0.560466445557138
669,0.6480362330474096
670,0.11512504329548395
693,0.3803317327606371
694,0.7142679400607369
699,0.6242162634297137
711,0.6324768872173179
718,0.6675779719975573
722,0.6766523169964151
723,0.6781786579723043
725,0.38838738869432265
734,0.6482037875857434
735,0.5862543463157958
737,0.25011674992348126
746,0.6753868461443644
747,0.3584900966702738
766,0.657548971682663
767,0.6718271885175305
771,0.7015990394227862
773,0.7121677236102794
774,0.6385961782122928
783,0.6878088498135847
784,0.651719068981635
789,0.6875926402853889
792,0.6385696563621648
804,0.6762854886231049
809,0.6602973276006359
812,0.6632290877782828
813,0.6225512297591889
817,0.6998114743243065
820,0.6631173079477163
825,0.6357313593486844
826,0.6268369371463542
829,0.6281897357262414
855,0.6052670956859699
859,0.25208377634502416
862,0.6383970026391685
870,0.6521962754935081
876,0.6605232768162835
880,0.6304874013182952
886,0.06126140581347999
889,0.17512460870755922
891,0.5884080710910227
897,0.06078138767520877
902,0.6456924999141062
903,0.6754123588153441
908,0.6388361386604806
909,0.6463394449147982
920,0.6713578787394765
922,0.5998932579777106
924,0.36629493360197307
932,0.6476775575931364
934,0.6572370212202135
937,0.6624889283619461
941,0.6867240820466933
943,0.6704700725022145
950,0.6293017043179405
952,0.6617533849823839
954,0.12529450826559488
963,0.6662636967908389
975,0.6486011774443353
979,0.6329151666376353
981,0.6155154249959577
983,0.8112885356569665
985,0.5662347240620096
989,0.6095775381642015
995,0.615169646172024
998,0.5685862751699573
1008,0.7271545108162721
1019,0.303256578702612
1023,0.5972280527552105
1026,0.6543221073951765
1029,0.3772338448380089
1034,0.17225457828073243
1036,0.37358215440318837
1038,0.6715990377958805
1039,0.3881020398088579
1051,0.6044499460247822
1052,0.7092027515502228
1066,0.7046172678644612
1087,0.710334207469754
1092,0.7249864631342476
1094,0.2611831822515388
1098,0.6278924796842165
1099,0.6489518653260689
1102,0.6701231836205443
1118,0.6352495010733303
1131,0.7151202505335663
1133,0.26687755166019184
1135,0.09605500864253348
1138,0.5487286614138637
1139,0.16043029574326073
1142,0.6235096507804055
1151,0.5519320979612127
1152,0.6220869482668298
1155,0.34182284348153175
1165,0.6348041896986812
1167,0.06311239059308688
1172,0.5730809190110979
1174,0.2950784703176274
1180,0.5487286614138637
1200,0.6345574293931793
1202,0.6445942385853388
1227,0.4305024434683474
1228,0.31291764545463074
1229,0.6699898471743921
1237,0.592754528689325
1241,0.629135273243755
1256,0.6997564402563751
1279,0.6321256606562179
1293,0.7011117133361847
1295,0.6841302074116385
1319,0.24909058539512355
1320,0.6518636662096273
1321,0.22528489684615366
1322,0.3588474686848929
1334,0.7753415358008394
1351,0.33161268566133756
1373,0.6864775254904436
1375,0.688232736916203
1380,0.5966722530823082
1382,0.2945481574754467
1385,0.578100140945728
1399,0.6618129823446455
1403,0.12374198507054615
1428,0.7228565309338111
1434,0.6896266578709566
